id.orig_addr,id.orig_port,id.resp_haddr,id.resp_pport,proto_enum,duration_interval,conn_state_string,orig_pkts_count,orig_ip_bytes_count,resp_pkts_count,resp_bytes,Category
3296074089,57677,1984204992,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,41116,3064386450,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,20956,3543601846,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,41126,1986051895,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,39838,338914622,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,48228,2856331623,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,30628,1040704382,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,10891,4148634449,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,41032,2358106485,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,35538,1753299515,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,2774,1876209707,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,43044,2327394174,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,502,3839700410,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,44128,874668933,23,1,3.143944,4,3,180,0,0,0
3232235972,57054,3334251164,23,1,3.143214,4,3,180,0,0,0
3232235972,55276,2119148852,23,1,3.146968,4,3,180,0,0,0
3296074089,19147,3992942748,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,27187,1162616190,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,18412,271007525,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,60140,1625770134,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,65445,1794207458,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,35008,3994462751,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,34170,1418878882,23,1,3.114471,4,3,180,0,0,0
3232235972,45442,2815587981,23,1,3.087995,4,3,180,0,0,0
3232235972,54558,3399837656,23,1,5.0305998329588855,4,1,60,0,0,0
3362906873,11,3232261228,0,0,5.0305998329588855,0,1,56,0,0,0
3296074089,31119,3247241704,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,3468,1339175104,53,2,5.0305998329588855,4,1,540,0,0,0
3585167069,3,3232261228,13,0,5.0305998329588855,0,1,56,0,0,0
3296074089,52454,3532814054,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,43000,3437944014,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,40608,3380524688,23,1,3.111486,4,3,180,0,0,0
3296074089,29583,1524180742,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,8670,875427245,53,2,5.0305998329588855,4,1,540,0,0,0
3232261228,123,1372077067,123,2,5.0305998329588855,4,1,76,0,0,0
3232235972,60236,815313034,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,53343,1017710256,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,44150,2090811170,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,35922,2240852198,23,1,3.081491,4,3,180,0,0,0
3232235972,52904,742995759,23,1,3.110978,4,3,180,0,0,0
3232235972,57234,446974884,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,56444,1585473898,23,1,3.159227,4,3,180,0,0,0
3232235972,43112,2630444690,23,1,3.137978,4,3,180,0,0,0
3296074089,2326,1488068816,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,55112,1866179907,23,1,3.150445,4,3,180,0,0,0
3232261228,123,2481415173,123,2,0.001735,6,1,76,1,76,0
3296074089,21431,552166083,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,56829,1608787933,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,36574,2947676322,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,53322,2068818894,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,12252,4178659722,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,47303,2518766937,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,53508,2366340734,23,1,3.109731,4,3,180,0,0,0
3296074089,58988,3187512756,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,396,3473506510,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,18214,86145195,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,49124,3654398879,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,50944,2257094865,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,43058,624801109,23,1,3.096236,4,3,180,0,0,0
3232261228,123,1372077067,123,2,0.15565,6,1,76,1,76,0
1591409175,3,3232261228,13,0,5.0305998329588855,0,1,56,0,0,0
3232235972,53876,2190817700,23,1,3.132712,4,3,180,0,0,0
3232235972,55048,1823386970,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,53930,1579716972,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,1949,1004881115,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,44266,3707094224,23,1,3.112967,4,3,180,0,0,0
3232235972,44202,2208135701,23,1,3.12698,4,3,180,0,0,0
3296074089,5338,1050114622,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,53444,4161158536,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,45034,3232235777,53,2,5.005143,4,2,134,0,0,0
3232235972,46162,3361889227,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,57920,2681994725,23,1,3.08727,4,3,180,0,0,0
3232235972,48434,2273515601,23,1,3.128489,4,3,180,0,0,0
3232235972,46436,2426121374,23,1,3.107468,4,3,180,0,0,0
3296074089,49860,1209050992,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,36395,406104644,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,42380,2759158412,23,1,3.148939,4,3,180,0,0,0
3232235972,46772,3520239799,23,1,3.145966,4,3,180,0,0,0
3232235972,35656,2581643728,23,1,3.153214,4,3,180,0,0,0
3296074089,52485,56158765,53,2,5.0305998329588855,4,1,540,0,0,0
3739423589,3,3232261228,13,0,5.0305998329588855,0,1,56,0,0,0
3296074089,43577,462587443,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,41466,3448535936,23,1,3.107003,4,3,180,0,0,0
3296074089,27193,386432574,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,63302,2842357581,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,7582,3930249831,53,2,5.0305998329588855,4,1,540,0,0,0
2309262849,11,3232261228,0,0,5.0305998329588855,0,1,96,0,0,0
3232235972,59868,1168685221,23,1,3.157199,4,3,180,0,0,0
3296074089,17167,4177874679,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,46986,1673038258,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,42376,2578681782,23,1,3.104977,4,3,180,0,0,0
3296074089,26412,3147713255,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,35546,960669744,23,1,3.148968,4,3,180,0,0,0
3296074089,15683,2226350103,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,53557,3309454586,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,50790,1299490197,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,55602,2406384591,23,1,3.113001,4,3,180,0,0,0
3232235972,42940,2088338122,23,1,3.149214,4,3,180,0,0,0
3296074089,51537,4011666682,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,22376,3406545162,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,58888,1758105438,23,1,3.134464,4,3,180,0,0,0
3296074089,54723,3707332665,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,43242,1515343422,23,1,3.15171,4,3,180,0,0,0
3296074089,46496,3941754581,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,60444,4273773754,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,18349,2566574276,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,45178,1145903194,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,20249,94810130,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,35040,2090720701,23,1,3.159478,4,3,180,0,0,0
3232235972,56812,1865846908,23,1,3.150975,4,3,180,0,0,0
3232235972,52570,2034902833,23,1,3.123485,4,3,180,0,0,0
3232235972,39130,2199859067,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,31670,1915489277,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,17073,3998723713,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,49910,948671847,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,62069,4134253288,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,32962,2442039373,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,39630,1759804365,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,41472,2608058612,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,59872,2052165574,23,1,3.141429,4,3,180,0,0,0
3232235972,37000,2878063242,23,1,3.103716,4,3,180,0,0,0
3232235972,57088,2033207922,23,1,3.155213,4,3,180,0,0,0
3296074089,34721,3000439899,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,50136,1715316138,23,1,3.153453,4,3,180,0,0,0
3232235972,44342,2260901606,23,1,3.141464,4,3,180,0,0,0
3232235972,34194,2642845127,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,4286,4133173976,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,41223,775822477,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,36484,1767863169,23,1,3.151718,4,3,180,0,0,0
3232235972,59218,3387727611,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,44379,2388196278,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,49885,2292225468,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,48558,3719420629,23,1,3.11921,4,3,180,0,0,0
3296074089,39029,1753090359,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,17819,329594734,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,46830,2306254947,23,1,3.143682,4,3,180,0,0,0
3296074089,50743,372900518,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,45768,1430557838,23,1,3.1537,4,3,180,0,0,0
3296074089,14038,1469235579,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,38471,2142533152,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,53768,1348225416,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,8382,3258451547,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,46998,2190635381,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,40066,1101694648,23,1,3.132718,4,3,180,0,0,0
3232235972,52116,2107677550,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,29823,1616049945,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,44762,2373693833,23,1,3.142199,4,3,180,0,0,0
3232235972,38726,3287740286,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,64982,2475082827,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,40069,2739335553,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,33138,3504594101,23,1,3.153731,4,3,180,0,0,0
3296074089,35181,2923163372,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,58872,3521214441,23,1,3.118482,4,3,180,0,0,0
3296074089,18206,2530752705,53,2,5.0305998329588855,4,1,540,0,0,0
3624569050,3,3232261228,1,0,5.0305998329588855,0,1,68,0,0,0
3232235972,51322,2294381034,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,47822,2424071752,23,1,3.129244,4,3,180,0,0,0
3296074089,48745,791325017,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,53339,3711647740,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,58904,3550989485,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,47494,1586085686,23,1,3.11646,4,3,180,0,0,0
3232235972,47932,3026853708,23,1,3.153683,4,3,180,0,0,0
3232235972,60830,2293217215,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,49922,3537695987,23,1,3.129965,4,3,180,0,0,0
3272084194,3,3232261228,13,0,5.0305998329588855,0,1,56,0,0,0
3232235972,55924,1834911095,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,53818,2608512215,23,1,3.129715,4,3,180,0,0,0
3232235972,55810,3027005544,23,1,3.09973,4,3,180,0,0,0
3296074089,29909,2456521815,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,42519,4189540154,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,48632,1174491774,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,23387,3309862298,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,52052,2204089045,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,51622,2024864694,23,1,3.125997,4,3,180,0,0,0
3296074089,45096,1915755624,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,52114,3115749582,23,1,3.128214,4,3,180,0,0,0
3232235972,55766,2356700092,23,1,3.114725,4,3,180,0,0,0
3232235972,39926,1720417655,23,1,3.081507,4,3,180,0,0,0
3232235972,57692,2829945543,23,1,3.11423,4,3,180,0,0,0
3296074089,62669,918984903,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,4690,1835212967,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,37422,3017519025,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,25645,1264497736,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,35142,2809419113,23,1,3.129713,4,3,180,0,0,0
3296074089,52153,2568361050,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,60716,1994620858,23,1,3.150721,4,3,180,0,0,0
3232235972,58716,663172418,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,38674,882420325,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,32934,2429187439,23,1,3.150706,4,3,180,0,0,0
3296074089,24226,145471441,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,47354,3146497671,23,1,3.137471,4,3,180,0,0,0
3296074089,64055,2322706959,53,2,5.0305998329588855,4,1,540,0,0,0
1229474463,3,3232261228,13,0,5.0305998329588855,0,1,56,0,0,0
3296074089,2894,2384501250,53,2,5.0305998329588855,4,1,540,0,0,0
1089333615,80,3232261228,20000,2,2.356155,8,0,0,2,1080,0
3232235972,33822,4254698165,23,1,3.088995,4,3,180,0,0,0
3232261228,123,631096982,123,2,5.0305998329588855,4,1,76,0,0,0
3296074089,25454,3063336920,53,2,5.0305998329588855,4,1,540,0,0,0
2001411326,3,3232261228,1,0,5.0305998329588855,0,1,68,0,0,0
3232235972,54326,1844944631,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,48640,2073409660,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,35580,754435766,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,34222,3122898104,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,2136,609807467,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,13743,2012228036,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,48660,2073741929,23,1,3.085486,4,3,180,0,0,0
3232235972,56064,2326918879,23,1,3.12823,4,3,180,0,0,0
3232235972,59738,2959589030,23,1,3.153454,4,3,180,0,0,0
3296074089,12720,3709099689,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,56160,4013613795,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,33190,496315014,23,1,3.117726,4,3,180,0,0,0
3296074089,21253,1847430151,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,54764,3096950982,23,1,3.094236,4,3,180,0,0,0
3296074089,57942,2076409229,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,35682,2734731668,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,4404,520605436,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,48561,1517435404,53,2,5.0305998329588855,4,1,540,0,0,0
3232261228,123,631096982,123,2,0.005741,6,1,76,1,76,0
3232261228,123,2481415173,123,2,0.001993,6,1,76,1,76,0
3232235972,57188,2272157771,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,10927,2967760216,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,64386,1642597444,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,59006,2388835510,23,1,3.137969,4,3,180,0,0,0
3232235972,39712,1330884437,23,1,3.114732,4,3,180,0,0,0
3296074089,11729,3359981078,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,50970,440720998,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,12131,2552325088,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,47225,1870936736,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,43597,4250339361,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,14808,253403375,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,57734,908149660,23,1,3.098474,4,3,180,0,0,0
3232235972,49718,1465601188,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,15614,2636222844,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,56640,2338207848,23,1,3.101267,4,3,180,0,0,0
3296074089,49706,1220326214,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,52888,3453613545,23,1,3.155462,4,3,180,0,0,0
3296074089,17233,2136168319,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,36446,2192989552,23,1,3.146943,4,3,180,0,0,0
3232235972,35522,2788316832,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,38127,3639206483,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,48202,2103342471,23,1,3.144478,4,3,180,0,0,0
3232235972,34672,1008100168,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,34304,1993780883,23,1,3.118722,4,3,180,0,0,0
3296074089,13167,1326866408,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,52668,3166062788,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,50565,978390095,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,60294,1686078394,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,8924,3941312502,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,56264,3079169200,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,20322,2057397435,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,1683,358568157,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,56066,3130027172,23,1,3.088518,4,3,180,0,0,0
3232235972,59056,3478708344,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,40576,3268668337,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,47146,1047950610,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,48515,1217892544,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,42508,2858367090,23,1,3.139983,4,3,180,0,0,0
3296074089,57023,216695757,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,32101,4089658457,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,47348,3551702180,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,45168,3212481113,23,1,3.137971,4,3,180,0,0,0
3232235972,56144,3338466229,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,50720,3099582336,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,3540,1143296094,53,2,5.0305998329588855,4,1,540,0,0,0
3232261228,123,773615348,123,2,5.0305998329588855,4,1,76,0,0,0
3296074089,39147,3081798357,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,13218,1401262782,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,43834,2507096999,23,1,3.106247,4,3,180,0,0,0
3232235972,37272,1378593427,23,1,5.0305998329588855,4,1,60,0,0,0
3657047520,3,3232261228,13,0,5.0305998329588855,0,1,56,0,0,0
3296074089,9899,4191391702,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,14119,2348812728,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,42628,2185194576,23,1,3.105738,4,3,180,0,0,0
3296074089,48085,3652476647,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,35822,2780525038,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,22864,3066783850,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,59655,2522544731,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,7663,1548428307,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,57356,4153333459,23,1,3.149214,4,3,180,0,0,0
3232235972,38368,1414874735,23,1,3.117208,4,3,180,0,0,0
3274393810,3,3232261228,1,0,5.0305998329588855,0,1,68,0,0,0
3296074089,30006,3873074720,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,41354,3510165509,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,47274,2425969513,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,57226,2122612664,23,1,3.086499,4,3,180,0,0,0
3296074089,50352,919379981,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,10314,4017725070,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,38306,3596211832,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,43266,2894674852,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,43140,2432624837,23,1,3.149212,4,3,180,0,0,0
3232235972,44274,2154734746,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,36078,3361781381,23,1,3.092481,4,3,180,0,0,0
3232235972,44630,2004452234,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,42555,1207653647,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,38664,1605849909,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,11322,896908962,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,54437,3471502477,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,43018,2371788471,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,4608,2644257457,53,2,5.0305998329588855,4,1,540,0,0,0
3562630734,11,3232261228,0,0,5.0305998329588855,0,1,56,0,0,0
3232235972,45374,2555214951,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,51956,1130986547,23,1,3.142715,4,3,180,0,0,0
3232235972,42894,2444059432,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,60604,3047919752,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,29780,946930992,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,5743,2511436967,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,58430,2387132075,23,1,3.145959,4,3,180,0,0,0
3296074089,2438,4025081332,53,2,5.0305998329588855,4,1,540,0,0,0
3232235972,56702,2043594128,23,1,5.0305998329588855,4,1,60,0,0,0
3232235972,33918,2091278153,23,1,3.154973,4,3,180,0,0,0
3232235972,50600,1891093861,23,1,5.0305998329588855,4,1,60,0,0,0
3296074089,25223,1779351765,53,2,5.0305998329588855,4,1,540,0,0,0
3296074089,52629,22510714,53,2,5.0305998329588855,4,1,540,0,0,0
